job_id,title,company_name,location,employment_type,description,requirements,salary_range,contact_email,company_website,domain_age,keyword_flag,email_type,text_length,fraudulent
166,HR Manager,Infosys,Hyderabad,Contract,Professional role requiring relevant skills and experience,Relevant qualifications required,3 LPA,hr@infosys.com,www.infosys.com,3369,0,0,65,0
167,Data Analyst,Wipro,Hyderabad,Contract,Professional role requiring relevant skills and experience,Relevant qualifications required,10 LPA,hr@wipro.com,www.wipro.com,2688,0,0,81,0
168,Software Engineer,TCS,Hyderabad,Contract,Professional role requiring relevant skills and experience,Relevant qualifications required,3 LPA,hr@tcs.com,www.tcs.com,2632,0,0,110,0
169,Easy Data Entry Job,EasyEarn,Mumbai,Full-time,Earn money fast with no experience required,Relevant qualifications required,88570/month,earn@yahoo.com,www.easyearn.com,45,1,1,54,1
170,HR Manager,Accenture,Delhi,Contract,Professional role requiring relevant skills and experience,Relevant qualifications required,8 LPA,hr@accenture.com,www.accenture.com,4201,0,0,68,0
171,Quick Cash Job,QuickJobs,Chennai,Contract,Earn money fast with no experience required,Relevant qualifications required,71684/month,earn@yahoo.com,www.quickjobs.com,21,1,1,69,1
172,HR Manager,HCL,Remote,Part-time,Professional role requiring relevant skills and experience,Relevant qualifications required,6 LPA,hr@hcl.com,www.hcl.com,2939,0,0,134,0
173,Web Developer,HCL,Delhi,Contract,Professional role requiring relevant skills and experience,Relevant qualifications required,6 LPA,hr@hcl.com,www.hcl.com,3289,0,0,62,0
174,Work From Home Typing,EasyEarn,Hyderabad,Part-time,Earn money fast with no experience required,Relevant qualifications required,79888/month,fast@outlook.com,www.easyearn.com,37,1,1,107,1
175,Data Analyst,HCL,Delhi,Part-time,Professional role requiring relevant skills and experience,Relevant qualifications required,8 LPA,hr@hcl.com,www.hcl.com,1297,0,0,89,0
176,Work From Home Typing,Unknown,Delhi,Contract,Earn money fast with no experience required,Relevant qualifications required,96751/month,fast@outlook.com,www.unknown.com,44,1,1,56,1
177,Data Analyst,HCL,Chennai,Contract,Professional role requiring relevant skills and experience,Relevant qualifications required,8 LPA,hr@hcl.com,www.hcl.com,1676,0,0,81,0
178,Data Analyst,HCL,Remote,Part-time,Professional role requiring relevant skills and experience,Relevant qualifications required,3 LPA,hr@hcl.com,www.hcl.com,1638,0,0,75,0
179,Quick Cash Job,Unknown,Remote,Full-time,Earn money fast with no experience required,Relevant qualifications required,95780/month,fast@outlook.com,www.unknown.com,20,1,1,132,1
180,Quick Cash Job,Unknown,Mumbai,Contract,Earn money fast with no experience required,Relevant qualifications required,49719/month,fast@outlook.com,www.unknown.com,8,1,1,57,1
181,Data Analyst,Accenture,Remote,Full-time,Professional role requiring relevant skills and experience,Relevant qualifications required,11 LPA,hr@accenture.com,www.accenture.com,4077,0,0,89,0
182,Software Engineer,Wipro,Delhi,Part-time,Professional role requiring relevant skills and experience,Relevant qualifications required,4 LPA,hr@wipro.com,www.wipro.com,2369,0,0,119,0
183,HR Manager,TCS,Chennai,Full-time,Professional role requiring relevant skills and experience,Relevant qualifications required,10 LPA,hr@tcs.com,www.tcs.com,2900,0,0,73,0
184,HR Manager,HCL,Delhi,Full-time,Professional role requiring relevant skills and experience,Relevant qualifications required,10 LPA,hr@hcl.com,www.hcl.com,2906,0,0,131,0
185,Web Developer,Wipro,Bangalore,Full-time,Professional role requiring relevant skills and experience,Relevant qualifications required,9 LPA,hr@wipro.com,www.wipro.com,3984,0,0,53,0
186,Easy Data Entry Job,QuickJobs,Bangalore,Full-time,Earn money fast with no experience required,Relevant qualifications required,56041/month,earn@yahoo.com,www.quickjobs.com,19,1,1,61,1
187,Web Developer,Wipro,Chennai,Full-time,Professional role requiring relevant skills and experience,Relevant qualifications required,8 LPA,hr@wipro.com,www.wipro.com,1780,0,0,71,0
188,Work From Home Typing,Global Hiring,Chennai,Part-time,Earn money fast with no experience required,Relevant qualifications required,69149/month,fast@outlook.com,www.global hiring.com,32,1,1,69,1
189,HR Manager,HCL,Hyderabad,Part-time,Professional role requiring relevant skills and experience,Relevant qualifications required,3 LPA,hr@hcl.com,www.hcl.com,1830,0,0,137,0
190,Data Analyst,TCS,Bangalore,Part-time,Professional role requiring relevant skills and experience,Relevant qualifications required,3 LPA,hr@tcs.com,www.tcs.com,4593,0,0,115,0
191,HR Manager,Wipro,Chennai,Part-time,Professional role requiring relevant skills and experience,Relevant qualifications required,3 LPA,hr@wipro.com,www.wipro.com,3906,0,0,72,0
192,Software Engineer,Infosys,Chennai,Full-time,Professional role requiring relevant skills and experience,Relevant qualifications required,9 LPA,hr@infosys.com,www.infosys.com,1577,0,0,56,0
193,Earn Money Fast,FastCash Ltd,Hyderabad,Contract,Earn money fast with no experience required,Relevant qualifications required,64512/month,job@gmail.com,www.fastcash ltd.com,36,1,1,54,1
194,Earn Money Fast,Unknown,Hyderabad,Full-time,Earn money fast with no experience required,Relevant qualifications required,56374/month,fast@outlook.com,www.unknown.com,17,1,1,53,1
195,Easy Data Entry Job,QuickJobs,Delhi,Contract,Earn money fast with no experience required,Relevant qualifications required,62347/month,fast@outlook.com,www.quickjobs.com,26,1,1,145,1
196,Marketing Executive,Wipro,Mumbai,Part-time,Professional role requiring relevant skills and experience,Relevant qualifications required,4 LPA,hr@wipro.com,www.wipro.com,2932,0,0,120,0
197,Marketing Executive,TCS,Chennai,Part-time,Professional role requiring relevant skills and experience,Relevant qualifications required,11 LPA,hr@tcs.com,www.tcs.com,2805,0,0,124,0
198,Web Developer,TCS,Mumbai,Contract,Professional role requiring relevant skills and experience,Relevant qualifications required,3 LPA,hr@tcs.com,www.tcs.com,1416,0,0,92,0
199,Easy Data Entry Job,FastCash Ltd,Remote,Contract,Earn money fast with no experience required,Relevant qualifications required,84661/month,earn@yahoo.com,www.fastcash ltd.com,40,1,1,136,1
200,Online Job Offer,QuickJobs,Delhi,Contract,Earn money fast with no experience required,Relevant qualifications required,52227/month,earn@yahoo.com,www.quickjobs.com,21,1,1,94,1
